coauthor	join_id	all_viafs	localid	set	id	name.norm	name.alts	profession	hobbies	societal_activity	birthdate	birthplace	deathdate	deathplace	birthplace1	birthplace2	birth_county	birth_parish	birth_area	birth_village	birth_lat	birth_lon	birth_level_used	domicile_places	domicile_years_in_place_after_20	domicile_prop_in_plac	domicile_koht	domicile_linn	domicile_kyla	domicile_lat2	domicile_lon2	domicile_raw	edu_raw	edu_max_school	edu_max_school_level	edu_max_school_name	edu_years_in_school	edu_higher_raw	edu_higher_degree	family_parents	family_siblings	family_marriage	family_kids
$aReili, Valter Johannes,$d1908-1979	VEPER1073	""	7250	VEPER	1073	""	""	sõjaväelendur; kapten	""	Edmontoni Eesti Selts (Kanada)~juhatuse liige; esimees	""	""	""	""	Kavastu v, Tartumaa, Eesti	""	""	""	Kavastu v	""	59.47167	26.13472	4	""			""					Eesti~1908~1944~Saksamaa~1944~1948~Belgia~1948~1950~Kanada~1950~1979	H. Treffneri Gümnaasium (Tartu, Eesti)~Eesti Vabariigi Sõjakool~1925~1928		""	""		""	""	""	""	""	""
$aUnder, Arnold Gustav,$d1897-1973	VEPER1074	""	7251	VEPER	1074	""	""	sõjaväelendur; kolonelleitnant	filateelia~Sai 16 medalit	Eesti Aeroklubi (Eesti)~aktiivne liige~Tallinna Õhuasjanduse Ühing (Eesti)~aktiivne liige	""	""	""	""	Hiiumaa, Eesti	""	""	""	""	""	58.86139	22.57528	7	""			""					Eesti~1897~1944~Saksamaa~1944~1950~Austraalia~1950~1955~Saksamaa~1955~1973	Lennuväeohvitseride Kool (Inglismaa)~Eesti Vabariigi Sõjakool~1926~1927 määrati kontroll-lenduri ametikohale. - 1930-1932 täiendõppel Briti lennutööstuses		""	""		""	""	""	""	""	""
$aUnt, Johannes,$d1902-?	VEPER1075	""	7252	VEPER	1075	""	""	kapten; sõjaväelane	""	E.E.L.K. Los Angelese Kogudus (USA)~nõukogu liige; esimees~Eesti Arhiiv Ühendriikides~kaastöötaja~Eesti Ohvitseride Kogu Lõuna Californias (USA)~liige~Eesti Pensionäride Klubi Los Angeleses (USA)~asutajaliige; liige~Korp! Sakala~liige~Los Angelese Eesti Selts (USA)~liige	""	""	""	""	Tarvastu, Viljandimaa, Eesti	""	""	""	""	""	58.23306	25.88639	7	""			""					Eesti~1907~1944~Saksamaa~1944~1955~USA~1955~1977	Viljandi Maakonna Poeglaste Gümnaasium (Eesti)~1925~Eesti Vabariigi Sõjakool~1928		""	""		Tartu Ülikool (Eesti)~õigusteaduskond~õigusteadus~Eesti Vabariigi Kõrgem Sõjakool~1937	""	""	""	""	""
$aKõpp, Johan,$d1874-1970	VEPER1085	http://viaf.org/viaf/67266255	7263	VEPER	1085	Kõpp, Johan	""	usuteadlane, haridustegelane	""	Õpetatud Eesti Selts (Eesti)~00.00.1896~liige; abiesimees~1929-1934 abiesimees~Eesti Üliõpilaste Selts~00.00.1896~liige~1899, 1901 esimees. - 1925-1935 vilistlaskogu esimees. - Al. 1934 auvilistlane. - 1950-1961 vanematekogu liige~Eesti Kaitseliit~Vanematekogu liige~Eesti Kirjanduse Selts (Tartu, Eesti)~00.00.1907~liige; abiesimees; esimees~1910-1914 abiesimees. - 1914-1921 esimees~Eesti Rahva Muuseum (Eesti)~hoolekogu liige; abiesimees~kirikuõpetaja~1906~1907~Prooviaasta Palamusel~Pärnu Kooliselts (Eesti)~liige; abiesimees~1907~1909~Piibli Tõlke Komisjon (Eesti)~liige~1910~1914~Laiuse Karskusselts Püüe (Eesti)~esimees~1910~1922~Jõgeva Rahvahariduse Selts (Eesti)~asutaja; esimees~1913~1919~E.E.L.K. Konsistoorium~assessor~1919~1923~Eesti Akadeemiline Ajaloo Selts (Eesti)~juhatuse liige~1925~1933~Eesti Vabariigi Haridus- ja Sotsiaalministeerium~usuõpetuse korraldamise komisjoni liige~1929~1931~Eesti Kultuurkapital (Eesti)~nõukogu liige~1929~1935~Rahvusvaheline Vaimse Koostöö Komisjon~00.00.1924~Eesti Komitee juhataja~1929~1937~Eesti Kultuuriloolise Arhiivi Kolleegium (Eesti)~esimees~1929~1940~Tartu Linnavolikogu (Eesti)~liige; aseesimees; esimees~1934~1936~Eesti Evangeelne Luterlik Kirik~piiskop~1939~1944~Eksiilis 1944-1957~Eesti Komitee (Rootsi)~abistamiskomisjoni esimees~1945~1947~Eesti Teaduslik Selts Rootsis~esimees~1945~1954~Al. 1954 auesimees~Eesti Abi (Rootsi)~keskuse esimees~1947~Eesti Evangeeliumi Luteriusu Kirik~peapiiskop~1957~1964~Al. 1964 piiskop emeritus	1874-11-09	Holdre v. Helme khk. Viljandimaa	1970-10-21	Stockholm	Holdre, Helme khk, Valgamaa, Eesti	""	""	Helme khk	""	Helme k	58.01194	25.89722	3	Tartu%20linn	54	0.6	Tartu linn	TRUE		58.38	26.7225	""	Valga Peetri Koguduse Algkool (Eesti)~1886~1890~Valga Linnakool (Eesti)~1890~1892~H. Treffneri Gümnaasium (Tartu, Eesti)~1893~1896	5	ülik	Tü theol	30	Tartu Ülikool (Eesti)~usuteaduskond~teoloogia~1896~1906	Cand. theol.~1906~Tartu Ülikool (Eesti)~Dr. theol. h. c.~1929~Riia Ülikool (Läti)~Ph. D. h. c.~1932~Szegedi Tudományegyetem (Ungari)~Szegedi Ülikool~Ph. D. h. c.~1934~Tartu Ülikool (Eesti)	Kutsar Toomas K.  (1837--1914,  Kärstna v-st), Tiina Pallitser (1838--87, Vastemõisa v-st).	""	Ae 1909  Marie Helene Grant (1886--1978, Orajõe laevakapt Jaan G., Ann  Kohv-Koch).	Helgi Brinkmann (1910--82, vt), Endel Juhan (1913--96, vt),  Uno Toomas (1915--45, vt), Gunnar Jaan (1919--92, vt).
$aJoasalu, Andres,$d1907-1980	VEPER1092	http://viaf.org/viaf/5791155226718084490008	7270	VEPER	1092	""	""	ehitusettevõtja; ettevõtja	""	Ajakiri Läänekaare Postipoiss (Kanada)~toimetaja~Ajaleht Vaba Eesti Sõna (USA)~kaastööline~Eesti Üliõpilaste Selts~liige~Vancouveri Eesti Selts (Kanada)~esimees~1950, 1961~Läänekaare Postipoiss (Vancouver, Kanada), 2008, nr. 215, lk. 20.	""	""	""	""	Tarvastu, Viljandimaa, Eesti	""	""	""	""	""	58.23306	25.88639	7	""			""					Eesti~1907~1944~Rootsi~1944~1949~Kanada~1949~1980	Ämmuste Külakool (Eesti)~Miitavi Gümnaasium (Eesti)~Viljandi Gümnaasium (Eesti)~1926		""	""		Tartu Ülikool (Eesti)~majandusteaduskond~1926~1930	""	""	""	""	""
$aRattiste, August,$d1893-1961	VEPER1110	http://viaf.org/viaf/8597152381809701950008	7291	VEPER	1110	""	""	kolonel; sõjaväelane	""	""	""	""	""	""	Audru v, Pärnumaa, Eesti	""	""	""	Audru v	""	58.40861	24.37389	4	""			""					Eesti~1893~1942~Soome~1942~1944~Rootsi~1944~1948~Argentiina~1948~1961	Konstantini Suurtükiväekool (Venemaa)~1916		""	""		Eesti Vabariigi Kõrgem Sõjakool~Peterburi Ülikool (Venemaa)~füüsika-matemaatikateaduskond~Prantsuse Sõjaväeakadeemia~1923~1925~L'Ecole d'application d'artillerie	""	""	""	""	""
$aSaarsen, Villem,$d1891-1982	VEPER1112	http://viaf.org/viaf/67898704	7293	VEPER	1112	""	""	kolonel; sõjaväelane~1912 alamleitnant. - 1915 leitnant. - 1917 kapten. - 1928 major. - 1933 kolonelleitnant. - 1939 kolonel	""	Balti Humanistlik Ühing (Rootsi)~sekretär~Eesti Kaitseliit. Tartu Malev~pealik~Eesti Ohvitseride Kogu Rootsis~asutajaliige; esimees~Eesti Põllumeeste Kogud (Rootsi)~liige~Eesti Teaduslik Selts Rootsis~liige~Korp! Sakala~liige~1962	""	""	""	""	Eesti	""	""	""	""	Eesti	59	26	1	""			""					""	Narva Aleksandri Gümnaasium (Eesti)~Valga Algkool (Eesti)~Valga Linnakool (Eesti)~Vilno Sõjakool (Leedu)~1909~1912		""	""		"Tartu Ülikool (Eesti)~õigusteaduskond~Eesti Vabariigi Kõrgem Sõjakool~1932~Väitekiri """"""""""""""""Poola vabadusvõitlus marssal Pilsudski juhtimisel"""""""""""""""""	""	""	""	""	""
$aKülm, August,$d1903-1994	VEPER1139	""	7321	VEPER	1139	""	""	ettevõtja; majandustegelane	""	Eesti Üliõpilaste Selts~liige~Eesti Majandusklubi Kanadas~liige	""	""	""	""	Saue mõis, Tarvastu v, Eesti	""	""	""	Tarvastu v	""	58.23306	25.88639	4	""			""					Eesti~1903~1944~Rootsi~1944~1951~Kanada~1951~1994	Tartu Reaalkool (Eesti)~1921		""	""		Tartu Ülikool (Eesti)~majandusteaduskond~1921~1925	""	""	""	""	""
$aLabidas, Juhan,$d1897-1977	VEPER1171	http://viaf.org/viaf/956152381749101950006	7357	VEPER	1171	""	""	kolonelleitnant; sõjaväelane	""	Baltimore Eesti Selts (USA)~liige~Eesti Võitlejate Ühing Marylandis (USA)~asutajaliige; juhatuse liige; sekretär	""	""	""	""	Vana-Vändra, Eesti	""	""	""	""	""	58.64806	25.03611	7	""			""					Eesti~1897~1944~Saksamaa~1944~1951~USA~1951~1977	Lõpetanud ohvitseride kooli lipnikuna~Riia Vaimulik Seminar (Läti)		""	""		""	""	""	""	""	""
$aMandli, A	VEPER1172	""	7358	VEPER	1172	""	""	""	""	Eesti Sõjaveteranide Liit Austraalias~liige~Wollongongi Eesti Selts (Austraalia)~asutajaliige; abiesimees	""	""	""	""	Tõrva, Eesti	""	""	""	""	""	58.00278	25.935	7	""			""					Eesti~1906~1944~Saksamaa~1944~1950~Austraalia~1950~1977	Tõrva Gümnaasium (Eesti)		""	""		""	""	""	""	""	""
$aMurro, Martin	VEPER1173	""	7359	VEPER	1173	""	""	""	filateelia; luule; male~koorilaul~Adelaide´i Eesti Meeskoor	Eesti Sõjaveteranide Liit Austraalias~liige~Eesti Võitlejate Ühing Adelaide´is (Austraalia)~liige~E.E.L.K. Adelaide´i Kogudus (Austraalia)~esimees~1962~1977	""	""	""	""	Taali v, Tori khk, Pärnumaa, Eesti	""	""	Tori khk	Taali v	Tori k	58.83361	25.51722	3	""			""					Austraalia~1977~Eesti~1905~1944~Saksamaa~1944	""		""	""		""	""	""	""	""	""
$aToiger, Endel,$d1908-1996	VEPER1201	http://viaf.org/viaf/2149542581100300234	7386	VEPER	1201	""	""	põllumajandustegelane~Saavutas silmapaistvaid tulemusi ja ülekanadalist tunnustust tõukarja kasvatamise alal	""	Akadeemiline Hõimuklubi (Eesti)~liige~Akadeemiline Põllumajanduslik Selts (Eesti)~liige~Eesti Abistamiskomitee Kanadas~juhatuse liige~Eesti Agronoomide Koondis Kanadas~liige~Eesti Maakarja Tõuselts (Eesti)~juhatuse liige; sekretär~Korp! Rotalia~liige~Westholmlaste Koondis (Kanada)~esimees~1977	""	""	""	""	Põlva, Eesti	""	""	""	""	""	58.06028	27.06944	7	""			""					Eesti~1908~1943~Soome~1943~1944~Rootsi~1944~1948~Kanada~1948~1996	J. Westholmi Gümnaasium (Tallinn, Eesti)~1927		""	""		Tartu Ülikool (Eesti)~põllumajandus	""	""	""	""	""
$aAule, Olaf,$d1913-1994	VEPER1202	http://viaf.org/viaf/23123454	7387	VEPER	1202	""	""	põllumajandustegelane; agronoom	""	Eesti Agronoomide Selts Rootsis~juhatuse liige~Eesti Rahvusfond (Rootsi)~esimees~Eesti Teaduslik Selts Rootsis~juhatuse liige; laekur~Korp! Vironia~liige	""	""	""	""	Tartu, Eesti	""	""	""	""	""	58.38062	26.72509	7	""			""					Eesti~1913~1941~Saksamaa~1941~1947~Rootsi~1947~1994	J. Westholmi Gümnaasium (Tallinn, Eesti)~1921~1931		""	""		Tartu Ülikool (Eesti)~põllumajandusteaduskond~agronoomia~1931~1938	M. Agr.~1940~Tartu Ülikool (Eesti)~Piima säilitamistemperatuuri ja jahutamise kiiruse mõju bakterisisaldusele	""	""	""	""
$aTammelo, Ilmar,$d1917-1982	VEPER1213	http://viaf.org/viaf/89505288	7398	VEPER	1213	""	""	õigusteadlane; teadlane; filosoof	""	Ajakiri Olion (Austraalia)~vastutav toimetaja~Korp! Rotalia~liige~1963, 1971-1972 koondise esimees~Soome Teaduste Akadeemia~liige~Austraalia Õigusfilosoofia Selts~asutaja; esimees~1959~1961~Ajakiri Vaba Eesti (Rootsi)~toimetuskolleegiumi liige~1960~1964~Avaldanud seal 13 artiklit	""	""	""	""	Narva, Eesti	""	""	""	""	""	59.46069	28.07487	7	""			""					Eesti~1917~1943~Saksamaa~1943~1948~Austraalia~1948~1973~Austria~1973~1982~Austraalia~1982~1982	Kaagvere Algkool (Eesti)~Puhja Algkool (Eesti)~Tartu Reaalkool (Eesti)		""	""		Tartu Ülikool (Eesti)~õigusteadus~1937~1943~1943~1947~Freiburgi, Marburgi ja Heidelbergi ülikoolides	Mag. jur.~1943~Tartu Ülikool (Eesti)~Dr. jur.~1944~Marburgi Ülikool (Saksamaa)~Dr. jur. habil.~1947~Heidelbergi Ülikool (Saksamaa)~M. A.~1951~Melbourne´i Ülikool (Austraalia)~LL. M.~1964~Sydney Ülikool (Austraalia)	""	""	""	""
$aHaamer, Eerik,$d1908-1994	VEPER1222	http://viaf.org/viaf/180173604	7408	VEPER	1222	""	""	õpetaja; kunstnik; joonestaja; maalikunstnik; kunstitegelane~Al. 1964 vabakutseline kunstnik	""	Eesti Üliõpilaste Selts~liige	""	""	""	""	Kuressaare, Saaremaa, Eesti	""	""	""	""	Kuressaare	58.24806	22.50389	1	""			""					Eesti~1908~1944~Rootsi~1944~1994	Saaremaa Ühisgümnaasium (Kuressaare, Eesti)~1919~1926		""	""		Tartu Ülikool (Eesti)~kehaline kasvatus~1928~1931~Kõrgem kunstikool Pallas (Tartu, Eesti)~maal~1930~1935~Nikolai Triigi õpilane	""	""	""	""	""
$aVaikna, Oskar,$d1905-1970	VEPER1226	http://viaf.org/viaf/13149542766100301311	7412	VEPER	1226	""	""	arst	""	Eesti Arstide Selts Rootsis~liige~Eesti Üliõpilaste Selts~liige~Oskarshamni Eesti Selts (Rootsi)~liige	""	""	""	""	Märjamaa, Eesti	""	""	""	""	""	58.90389	24.43056	7	""			""					Eesti~1905~1944~Rootsi~1944~1970	J. Westholmi Gümnaasium (Tallinn, Eesti)~1925		""	""		Tartu Ülikool (Eesti)~agronoomia~1925~1926~Tartu Ülikool (Eesti)~arstiteaduskond~1926~1932~Lõpetas cum laude	""	""	""	""	""
$aHellat, Aleksander,$d1881-1943	VEPER1228	http://viaf.org/viaf/126145663049805070057	7414	VEPER	1228	""	""	arst; arstiteadlane; teadlane	""	EÜS Põhjala~liige	""	""	""	""	Riia, Läti	""	""	""	""	Riia	56.946	24.10589	1	""			""					Eesti~1941~Läti~1913~Soome~1941~1944~Rootsi~1944~1951~Kanada~1951~2000	J. Westholmi Gümnaasium (Tallinn, Eesti)~1932		""	""		Tartu Ülikool (Eesti)~arstiteaduskond~1933~1939	Dr. med.~1949~Helsingin Yliopisto (Soome)~Studies on the selfdisinfecting power of the skin	""	""	""	""
$aPõllupüü, Johannes,$d1889-1946	VEPER1238	""	7425	VEPER	1238	""	""	""	""	EÜS Ühendus~liige~Eesti Asutav Kogu (Eesti)~liige~Eesti Kaitseliit. Toompea Malev~tegevliige	""	""	""	""	Rae v, Harjumaa, Eesti	""	Rae	""	Rae v	""	59.38128	24.88927	4	""			""					""	J. Westholmi Gümnaasium (Tallinn, Eesti)		""	""		Tartu Ülikool (Eesti)~õigusteaduskond~1922	""	""	""	""	""
$aKesa, Ernst,$d1910-1994	VEPER1301	""	7493	VEPER	1301	""	""	arhitekt~Tema Eesti loomingust väärivad nimetamist Oru-Männiku kodumajanduskooli hoone (1939, hävinud), Taheva laste­sanatoorium (1937, koos Alar Kotliga), Tartu maavalitsuse elamu (1938), Petseri Peetri ja apostliku õigeusu koguduse majad (1939), suvilad Valkla rannas, Artur Adsoni ja Marie Underi suvila Vääna-Jõesuus (1938, hävinud) jt. - Austraalia perioodist on ta ise esile tõstnud Melbourne'i Travelodge'i hotelli (1969), büroohoonet Queen Street 50 (1973) ja 50 korruselist Nauru House'i (1972-77)	""	Eesti Arhitektide Ühing (Eesti)~liige~Korp! Wäinla~liige	""	""	""	""	Moksi talu, Võisiku v, Viljandimaa, Eesti	""	""	""	Võisiku v	""	58.62833	25.92056	4	""			""					Saksamaa~1949~Eesti~1910~1943~Austraalia~1949~1994	Eesti Vabariigi Sõjakool~Tartu Reaalkool (Eesti)~1929~Tolleaegne nimi Tartu Poeglaste Reaalgümnaasium		""	""		Kõrgem kunstikool Pallas (Tartu, Eesti)~1930~1931~Vysoké učení technické v Brně (Tšehhi)~1931~1936~Brno Tehnikaülikool	""	""	""	""	""
$aRoos, Ervin,$d1908-1962	VEPER1323	http://viaf.org/viaf/69940789	7516	VEPER	1323	""	""	keeleteadlane; teadlane	muusika	Eesti Baptisti Keskkoondis Rootsis~juhatuse liige; abiesimees~Eesti Teaduslik Selts Rootsis~liige~Stockholmi Eesti Baptisti Kogudus (Rootsi)~juhatuse liige~Võõrsilasuvate Eesti Baptistide Keskkoondis~juhatuse liige~E.E.L.K. Piiblitõlkekomisjon~liige~1955~Kui kreeka keele eriteadlane ülesandega olla abiks Harald Põllu Uue Testamendi tõlke revideerimisele	""	""	""	""	Tartu, Eesti	""	""	""	""	""	58.38062	26.72509	7	""			""					Eesti~1908~1944~Rootsi~1944~1962	H. Treffneri Gümnaasium (Tartu, Eesti)		""	""		Tartu Ülikool (Eesti)~filosoofiateaduskond	Ph.D.~18.05.1951~Lunds Universitet (Rootsi)~Kreeka traagilise tantsukunsti naeruvääristamine Attika komöödias~Mag. Phil.~1935~Tartu Ülikool (Eesti)~Fil. lic.~1946~Uppsala Ülikool (Rootsi)~Kreeka keele ja kirjanduse alal	""	""	""	""
$aKangur, Juhan,$d1906-2003	VEPER1326	http://viaf.org/viaf/66163657	7519	VEPER	1326	Kangur, Juhan	""	ajakirjanik, pangaametnik	""	Ajaleht Vaba Eesti Sõna (USA)~kaastööline~E.E.L.K. Seabrooki Kogudus (USA)~abiesimees; nõukogu liige~Abiesimees 1963-1979~EÜS Põhjala~liige~Seabrooki Eesti Selts (USA)~aktiivne liige	1906-01-26	""	""	""	Taevere v, Viljandimaa, Eesti	""	""	""	Taevere v	""	58.57278	25.47389	4	Pärnu%20linn	11	0.227272727272727	Pärnu linn	TRUE		58.3844444444445	24.4988888888889	Eesti~1906~1944~Saksamaa~1944~1950~USA~1950~2003	Eesti Vabariigi Sõjakool~Kruminši Algkool (Eesti)~1914~Pärnu Ühisgümnaasium (Eesti)~1918~1925	5	ülik	Tü rer merc	8	Tartu Ülikool (Eesti)~majandusteaduskond~1926~1931	""	Rdtl  Villem K., Tiina Oja.	""	Ae Aita Pikner.	Alar.
$aRähesoo, Karl,$d1898-1972	VEPER1337	http://viaf.org/viaf/2884149544582000490007	7531	VEPER	1337	""	""	rohuteadlane; teadlane; apteeker	""	Eesti Apteekrite Selts (Eesti)~büroojuhataja~Eesti Rohuteadlaste Ühingute Liit~abiesimees; esimees~Eesti Teaduslik Selts Rootsis. Lõuna-Rootsi osakond~liige~Korp! Fraternitas Liviensis~liige~Malmö Eesti Selts (Rootsi)~asutajaliige; juhatuse liige~Tallinna Kodanliku Õhu- ja Gaasikaitse Ühing (Eesti)~aktiivne liige~Esines lektorina õhu ja gaasikaitse alal peetavatel kursustel~Akadeemiline Rohuteaduse Selts (Eesti)~esimees~1934	""	""	""	""	Pärnu, Eesti	""	""	""	""	Pärnu	58.38588	24.49711	1	""			""					Eesti~1898~1944~Rootsi~1944~1972	Pärnu Vene Gümnaasium (Eesti)		""	""		Tartu Ülikool (Eesti)~1921~1924	Mag. pharm.~1925~Tartu Ülikool (Eesti)~Dr. pharm.~1934~Tartu Ülikool (Eesti)~Alkoloidide kvantitetiivsete määramismeetodite võrdlev uurimus mõningais ravimdroogides ja galeenilistes preparaatides	""	""	""	""
$aRästas, Alfred,$d1904-1972	VEPER1345	http://viaf.org/viaf/5428149544601900490006	7540	VEPER	1345	""	""	""	koorilaul~Uppsala Eesti Segakoor	EÜS Raimla~liige	""	""	""	""	Tallinn, Eesti	""	""	""	""	Tallinn	59.43696	24.75353	1	""			""					Eesti~1904~1944~Rootsi~1944~1972	J. Westholmi Progümnaasium (Tallinn, Eesti)~1913~1917~Tallinna Kunstikool (Eesti)~1917~1921~Tallinna Õpetajate Seminar (Eesti)~1924~1924		""	""		Tartu Ülikool (Eesti)~filosoofiateaduskond~ajalugu; pedagoogika; majandus~1925~1930~Tartu Ülikool (Eesti)~õigusteaduskond~1936~1940	""	""	""	""	""
$aRiismandel, Jaan,$d1884-1944	VEPER1352	http://viaf.org/viaf/8149542588100300528	7548	VEPER	1352	""	""	ajaloolane	""	""	""	""	""	""	Jena, Saksamaa	""	""	""	""	""	50.92878	11.5899	7	""			""					Saksamaa~1944~1949~USA~1949	""		""	""		University of Maryland (USA)	M. A.~Wanderbilt University (Nashville, TN, USA)~B. A. (ajalugu)~1967~University of Maryland (USA)~Lõpetas kiitusega~Ph. D. (ajalugu)~1972~University of Maryland (USA)~Costa Rica: Self-Image, Land Tenure and Agrarian Reform 1940-1965~Costa Rica enesepeegeldus, agraarsuhted ja maareform 1940-1965	""	""	""	""
$aAlgvere, Karl Viktor,$d1907-1973	VEPER1362	http://viaf.org/viaf/293868581	7558	VEPER	1362	""	""	metsateadlane; teadlane	""	Eesti Metsateadlaste Ühing Rootsis~liige~Korp! Fraternitas Estica~liige~National Science Foundation (USA)~korrespondentliige~Sihtasutus Eesti Ühisabi (Rootsi)~keskjuhatuse liige	""	""	""	""	Muuga mõis, Paasvere v, Virumaa, Eesti	""	""	""	Paasvere v	""	59.06333	26.64333	4	""			""					""	Tallinna Reaalkool (Eesti)~1925~Tolleaegne nimi: Tallinna Linna Poeglaste Reaalgümnaasium		""	""		Tartu Ülikool (Eesti)~metsandus~1932	B. Sc. (metsandus)~1932~Tartu Ülikool (Eesti)~M. Sc. (metsandus)~1950~Syracuse University (USA)~Skog. lic.~1964~Stockholmi Metsandusülikool (Rootsi)~Skog. dr.~1967~Stockholmi Metsandusülikool (Rootsi)	""	""	""	""
$aJaanusson, Valdar,$d1923-1999	VEPER1383	http://viaf.org/viaf/86306772	7581	VEPER	1383	""	""	geoloog; paleontoloog	""	Eesti Teaduste Akadeemia~välisliige~International Union of Geological Sciences~liige~Eesti Üliõpilaskond Uppsalas (Rootsi)~esimees~1948~1949	""	""	""	""	Nõmme, Eesti	""	""	""	""	""	59.41667	24.38333	7	""			""					Eesti~1923~1943~Soome~1943~1944~Rootsi~1944~1999	Gustav Adolfi Gümnaasium (Tallinn, Eesti)~1941		""	""		Uppsala Universitet (Rootsi)~1945~Uppsala Ülikool~Tallinna Tehnikaülikool (Eesti)~1942~1942~Tartu Ülikool (Eesti)~loodusteaduskond~1942~1943	Fil. kand.~1952~Uppsala Universitet (Rootsi)~Uppsala Ülikool~Fil. lic.~1952~Uppsala Universitet (Rootsi)~Uppsala Ülikool~Fil. dr.~1957~Uppsala Universitet (Rootsi)~Middle Ordovician ostracodes of Central and Southern Sweden~Uppsala Ülikool	""	""	""	""
$aJaska, Elmar,$d1910-1980	VEPER1385	http://viaf.org/viaf/311372482	7583	VEPER	1385	""	""	agronoom; põllumajandusteadlane; statistik; teadlane; põllumajandustegelane	male; suusatamine	Ajaleht Eesti Rada (Saksamaa)~toimetaja; väljaandja~American Agricultural Economics Association~liige~Association for the Advancement of Baltic Studies (AABS)~liige~Eesti Agronoomide Koondis Kanadas~liige~International Association of Agricultural Economists~liige~Korp! Rotalia~00.00.1929~liige~Ottawa Eesti Selts (Kanada)~liige~Eesti Rahvuskomitee (Saksamaa)~esimees~1946~1947~Augsburgis	""	""	""	""	Kärstna, Viljandimaa, Eesti	""	""	""	""	""	58.145	25.81	7	""			""					Eesti~1910~1944~Saksamaa~1944~1949~Kanada~1949~1980	Tõrva Ühisgümnaasium (Eesti)~1928		""	""		Tartu Ülikool (Eesti)~põllumajanduteaduskond~1933~Friedrich-Schiller-Universität Jena (Saksamaa)~1944~1944~Jena Ülikool~Carleton University (Kanada)~1952~1952~Carletoni Ülikool~University of Chicago (Chicago, IL, USA)~1954~1954~Chicago Ülikool	Mag. agr.~1935~Tartu Ülikool (Eesti)~Dr. agr.~1938~Tartu Ülikool (Eesti)~Agraarkriisi mõjustusi Eesti põllumajandusele	""	""	""	""
$aJoost, Kristjan,$d1913-1987	VEPER1386	http://viaf.org/viaf/5233149544600700490001	7584	VEPER	1386	""	""	agronoom; piimandustegelane; põllumajandustegelane	""	Eesti Agronoomide Selts Rootsis~juhatuse liige~Korp! Rotalia~liige	""	""	""	""	Laiksaare, Pärnumaa, Eesti	""	""	""	""	""	58.10421	24.69125	7	""			""					Eesti~1913~1944~Rootsi~1944~1987	Pärnu Ühisgümnaasium (Eesti)~Tolleaegne nimi kooli lõpetamisel Pärnu Poeglaste Gümnaasium		""	""		Tartu Ülikool (Eesti)~põllumajandusteaduskond~agronoomia~1936	Mag. agr.~1938~Tartu Ülikool (Eesti)~Piimatalituste tööstuskulu meil ja mujal, selle suurust mõjustavaid tegureid ja vähendamise võimalusi meie oludes	""	""	""	""
$aKadak, Tiiu,$d1907-1994	VEPER1419	http://viaf.org/viaf/189790010	7619	VEPER	1419	""	""	akvarellist; graafik; kunstnik; kodundusteadlane; kunstitegelane	lauatennis~1927 Tartu üliõpilaskonna lauatennise meister	Ajakiri Triinu (Kanada)~kaastööline~Eesti Kunstnike Koondis Torontos (EKKT, Kanada)~liige~Tallinna Naisklubi (Eesti)~juhatuse liige~Toronto Eesti Naisselts (Kanada)~liige	""	""	""	""	Peterburi, Venemaa	""	""	""	""	""	59.93863	30.31413	7	""			""					Venemaa~1907~1910~Eesti~1910~1943~Soome~1943~1944~Rootsi~1944~1948~Lõuna-Aafrika~1948~1975~Kanada~1975~1994	Riigi Kunsttööstuskool (Eesti)~Tartu Tütarlaste Gümnaasium (Eesti)~1925		""	""		Tartu Ülikool (Eesti)~filosoofiateaduskond~inglise keel; eesti keel; kunstiajalugu~Helsingin Yliopisto (Soome)~1930~1931~Helsingi Ülikool	""	""	""	""	""
$aSalasoo, Hugo,$d1901-1991	VEPER1450	http://viaf.org/viaf/37033840	7650	VEPER	1450	""	""	rohuteadlane; teadlane; farmatseut; botaanik; arhivaar	botaanika~Suur herbaariumi kogu~filateelia; skautlus	Akadeemiline Rohuteaduse Selts (Eesti)~liige~Eesti Kirjanduse Selts (Tartu, Eesti)~liige~Korp! Fraternitas Liviensis~liige~Sydney Eesti Margiring (Austraalia)~liige~Eesti Farmatseutide Ühing~liige; juhatuse liige~1922~1924~Ajakiri Eesti Rohuteadlane (Eesti)~toimetuse liige~1928~1933~Austraalia Eesti Seltside Liit~juhatuse liige~1953~1953-1957 liidu kooli- ja noorsooala korraldaja~Sydney Eesti Selts Eesti Kodu Linda (Austraalia)~kultuurringi esimees~1953~1954~Ajaleht Meie Kodu (Austraalia)~toimetuskolleegiumi liige~1953~1962	""	""	""	""	Meeri v, Nõo khk, Tartumaa, Eesti	""	Nõo	Nõo khk	Meeri v	Nõo k	58.27556	26.5375	3	""			""					Eesti~1901~1944~Saksamaa~1944~1949~Austraalia~1949~1991	Kavastu Vallakool (Eesti)~1909~1910~Tartu Aleksandri Gümnaasium (Eesti)~1910~1916~Sai eksternina küpsustunnistuse Tallinnas 1923		""	""		Tartu Ülikool (Eesti)~arstiteaduskond~farmaatsia~1924~1927	Mag. pharm.~1928~Tartu Ülikool (Eesti)~Kapillaaranalüüsist~Dr. pharm.~1932~Tartu Ülikool (Eesti)~Mõruhein, Polygonum hydropiper L.	""	""	""	""
